Method: POST, Status: 200, Path: /users/process-register, Date: 11/25/2023, Time: 5:20:45 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 7:54:32 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 7:54:32 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 7:54:32 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 7:54:32 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 7:54:32 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 7:54:33 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 7:54:33 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 7:54:33 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 7:54:33 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 7:54:36 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 7:54:36 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 7:54:36 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 7:54:36 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 7:54:36 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 7:54:39 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 7:54:39 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 7:54:39 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 7:54:39 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 7:54:40 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:06:17 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:06:21 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:06:22 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:06:22 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:06:22 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:06:22 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:06:22 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:06:23 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:06:23 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:06:23 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:06:26 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:06:26 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:06:26 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:06:26 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:06:26 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:06:29 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:06:29 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:06:30 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:06:30 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:06:30 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:07:05 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:07:10 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:07:11 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:07:12 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:07:12 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:07:12 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:07:12 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:07:12 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:07:12 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:07:12 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:07:15 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:07:15 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:07:15 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:07:15 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:07:15 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:07:18 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:07:18 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:07:19 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:07:19 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:07:19 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:18:41 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:18:46 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:18:47 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:18:48 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:18:48 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:18:48 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:18:48 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:18:49 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:18:49 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:18:49 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:18:52 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:18:52 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:18:52 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:18:52 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:18:52 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:18:55 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:18:55 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:18:56 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:18:56 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:18:56 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:19:47 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:19:49 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:19:49 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:19:49 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:19:49 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:19:49 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:19:50 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:19:50 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:19:50 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:19:50 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:19:53 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:19:53 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:19:53 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:19:53 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:19:53 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:19:56 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:19:56 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:19:57 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:19:57 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:19:57 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:21:26 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:21:31 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:21:31 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:21:31 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:21:31 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:21:31 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:21:31 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:21:32 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:21:32 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:21:32 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:21:35 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:21:35 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:21:35 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:21:35 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:21:35 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:21:38 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:21:38 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:21:39 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:21:39 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:21:39 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:22:29 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:22:34 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:22:34 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:22:34 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:22:34 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:22:35 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:22:35 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:22:35 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:22:35 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:22:35 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:22:38 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:22:38 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:22:39 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:22:39 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:22:39 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:22:41 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:22:41 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:22:42 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:22:42 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:22:42 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:23:57 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:24:02 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:24:02 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:24:02 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:24:02 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:24:02 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:24:02 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:24:03 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:24:03 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:24:03 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:24:06 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:24:06 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:24:06 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:24:06 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:24:06 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:24:10 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:24:10 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:24:11 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:24:11 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:24:11 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:25:01 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:25:06 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:25:06 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:25:07 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:25:07 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:25:07 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:25:07 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:25:07 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:25:07 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:25:08 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:25:11 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:25:11 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:25:11 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:25:11 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:25:11 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:25:14 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:25:14 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:25:14 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:25:15 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:25:15 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:25:33 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:25:38 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:25:40 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:25:40 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:25:41 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:25:41 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:25:41 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:25:41 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:25:41 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:25:41 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:25:44 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:25:44 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:25:45 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:25:45 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:25:45 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:25:48 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:25:48 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:25:49 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:25:49 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:25:49 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:29:00 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:29:01 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:29:02 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:29:02 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:29:02 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:29:02 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:29:02 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:29:02 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:29:02 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:29:05 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:29:06 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:29:06 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:29:06 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:29:06 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:29:09 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:29:09 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:29:09 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:29:09 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:29:09 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:30:03 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:30:08 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:30:10 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:30:10 PM
Method: DELETE, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:30:10 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:30:11 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:30:13 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:30:13 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:30:14 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:30:14 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:30:14 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:30:16 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:30:17 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:30:17 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:30:17 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:30:17 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:31:15 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:31:21 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:31:21 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:31:21 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:31:21 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:31:21 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:31:21 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:31:21 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:31:21 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:31:21 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:31:25 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:31:25 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:31:25 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:31:25 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:31:25 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:31:28 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:31:28 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:31:29 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:31:29 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:31:29 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:32:09 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:32:14 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:32:15 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:32:16 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:32:16 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:32:16 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:32:16 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:32:17 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:32:17 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:32:17 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:32:20 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:32:20 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:32:21 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:32:21 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:32:21 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:32:24 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:32:24 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:32:25 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:32:25 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:32:25 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:34:04 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:34:09 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:34:09 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:34:09 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:34:10 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:34:10 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:34:10 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:34:10 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:34:10 PM
Method: POST, Status: 200, Path: /users/register, Date: 11/29/2023, Time: 8:34:10 PM
Method: POST, Status: 200, Path: /users/activate, Date: 11/29/2023, Time: 8:34:13 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:34:13 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:34:13 PM
Method: POST, Status: 200, Path: /auth/logout, Date: 11/29/2023, Time: 8:34:13 PM
Method: POST, Status: 200, Path: /users/forgot-password, Date: 11/29/2023, Time: 8:34:14 PM
Method: POST, Status: 200, Path: /users/reset-password, Date: 11/29/2023, Time: 8:34:16 PM
Method: POST, Status: 200, Path: /users/, Date: 11/29/2023, Time: 8:34:16 PM
Method: POST, Status: 200, Path: /auth/login, Date: 11/29/2023, Time: 8:34:17 PM
Method: DELETE, Status: 200, Path: /users/mohammed, Date: 11/29/2023, Time: 8:34:17 PM
Method: DELETE, Status: 200, Path: /users/ahmad, Date: 11/29/2023, Time: 8:34:17 PM
Method: POST, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:34:45 PM
Method: GET, Status: 200, Path: /categories, Date: 11/29/2023, Time: 8:34:47 PM
Method: PUT, Status: 200, Path: /categories/smartphone, Date: 11/29/2023, Time: 8:34:48 PM
Method: GET, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:34:48 PM
Method: POST, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:34:48 PM
Method: GET, Status: 200, Path: /products, Date: 11/29/2023, Time: 8:34:49 PM
Method: PUT, Status: 200, Path: /products/iphone, Date: 11/29/2023, Time: 8:34:49 PM
Method: DELETE, Status: 200, Path: /products/samsung, Date: 11/29/2023, Time: 8:34:49 PM
Method: DELETE, Status: 200, Path: /categories/desktop, Date: 11/29/2023, Time: 8:34:49 PM
